Datum;Tijd;Verbruik;Bedrag;Land
10-9-2015;0,581168981;67;€ 0,00;NL
10-9-2015;0,646041667;1;€ 0,00;NL
10-9-2015;0,658576389;51;€ 0,00;NL
10-9-2015;0,720335648;2;€ 0,00;NL
10-9-2015;0,730625;37;€ 0,00;NL
10-9-2015;0,76775463;1.684,00;€ 0,06;NL
10-9-2015;0,970289352;8.342,00;€ 0,31;NL
11-9-2015;0,172453704;16;€ 0,00;NL
11-9-2015;0,21974537;26;€ 0,00;NL
11-9-2015;0,304537037;77;€ 0,00;NL
11-9-2015;0,404537037;1.111,00;€ 0,05;NL
11-9-2015;0,571689815;7.693,00;€ 0,29;NL
11-9-2015;0,82181713;45;€ 0,00;NL
11-9-2015;0,916331019;93;€ 0,00;NL
12-9-2015;0,03724537;22;€ 0,00;NL
12-9-2015;0,08037037;17;€ 0,00;NL
12-9-2015;0,131157407;15;€ 0,00;NL
12-9-2015;0,180555556;58;€ 0,00;NL
12-9-2015;0,279247685;47;€ 0,00;NL
12-9-2015;0,370405093;3.855,00;€ 0,15;NL
12-9-2015;0,524131944;18;€ 0,00;NL
12-9-2015;0,547569444;1.474,00;€ 0,06;NL
12-9-2015;0,790277778;1.387,00;€ 0,05;NL
12-9-2015;0,907372685;206;€ 0,01;NL
13-9-2015;0,144247685;41;€ 0,00;NL
13-9-2015;0,254050926;30;€ 0,00;NL
13-9-2015;0,324270833;37;€ 0,00;NL
13-9-2015;0,42087963;3.434,00;€ 0,13;NL
13-9-2015;0,630914352;170;€ 0,01;NL
13-9-2015;0,703958333;775;€ 0,03;NL
13-9-2015;0,786574074;18;€ 0,00;NL
13-9-2015;0,859398148;257;€ 0,01;NL
14-9-2015;0,07337963;13;€ 0,00;NL
14-9-2015;0,115821759;17;€ 0,00;NL
14-9-2015;0,192986111;9;€ 0,00;NL
14-9-2015;0,227094907;15;€ 0,00;NL
14-9-2015;0,270914352;26;€ 0,00;NL
14-9-2015;0,33212963;1.116,00;€ 0,05;NL
14-9-2015;0,575972222;68;€ 0,00;NL
14-9-2015;0,592303241;2.723,00;€ 0,10;NL
14-9-2015;0,839953704;1.659,00;€ 0,06;NL
14-9-2015;0,968935185;74;€ 0,00;NL
15-9-2015;0,148206019;125;€ 0,01;NL
15-9-2015;0,334386574;2.299,00;€ 0,09;NL
15-9-2015;0,584386574;88;€ 0,00;NL
15-9-2015;0,61974537;4.110,00;€ 0,16;NL
15-9-2015;0,866921296;44;€ 0,00;NL
15-9-2015;0,924710648;862;€ 0,03;NL
16-9-2015;0,067152778;32;€ 0,00;NL
16-9-2015;0,142222222;147;€ 0,01;NL
16-9-2015;0,391944444;4.299,00;€ 0,16;NL
16-9-2015;0,639525463;568;€ 0,02;NL
16-9-2015;0,748993056;852;€ 0,03;NL
16-9-2015;0,998865741;62;€ 0,00;NL
17-9-2015;0,141990741;16;€ 0,00;NL
17-9-2015;0,198333333;9;€ 0,00;NL
17-9-2015;0,226203704;16;€ 0,00;NL
17-9-2015;0,280451389;31;€ 0,00;NL
17-9-2015;0,370127315;5.371,00;€ 0,20;NL
17-9-2015;0,49630787;8.492,00;€ 0,32;NL
17-9-2015;0,743344907;1.247,00;€ 0,05;NL
17-9-2015;0,992974537;170;€ 0,01;NL
18-9-2015;0,248981481;8;€ 0,00;NL
18-9-2015;0,271284722;30;€ 0,00;NL
18-9-2015;0,344502315;18;€ 0,00;NL
18-9-2015;0,348159722;1;€ 0,00;NL
18-9-2015;0,370462963;7.253,00;€ 0,27;NL
18-9-2015;0,4415625;1.896,00;€ 0,07;NL
18-9-2015;0,49818287;2.482,00;€ 0,09;NL
18-9-2015;0,650231481;3.360,00;€ 0,13;NL
18-9-2015;0,7978125;5.415,00;€ 0,20;NL
19-9-2015;0,047847222;80;€ 0,00;NL
19-9-2015;0,194456019;9;€ 0,00;NL
19-9-2015;0,226481481;7;€ 0,00;NL
19-9-2015;0,248090278;16;€ 0,00;NL
19-9-2015;0,305798611;2;€ 0,00;NL
19-9-2015;0,330185185;24;€ 0,00;NL
19-9-2015;0,3684375;632;€ 0,03;NL
19-9-2015;0,449918981;5.204,00;€ 0,20;NL
19-9-2015;0,612916667;1.377,00;€ 0,05;NL
19-9-2015;0,861747685;220;€ 0,01;NL
20-9-2015;0,110462963;15;€ 0,00;NL
20-9-2015;0,152210648;30;€ 0,00;NL
20-9-2015;0,224513889;17;€ 0,00;NL
20-9-2015;0,274606481;8;€ 0,00;NL
20-9-2015;0,296215278;62;€ 0,00;NL
20-9-2015;0,484490741;190;€ 0,01;NL
20-9-2015;0,73349537;290;€ 0,01;NL
20-9-2015;0,983368056;26;€ 0,00;NL
21-9-2015;0,038333333;16;€ 0,00;NL
21-9-2015;0,086331019;49;€ 0,00;NL
21-9-2015;0,202384259;8;€ 0,00;NL
21-9-2015;0,223993056;9;€ 0,00;NL
21-9-2015;0,245601852;26;€ 0,00;NL
21-9-2015;0,290127315;77;€ 0,00;NL
21-9-2015;0,451550926;3;€ 0,00;NL
21-9-2015;0,478715278;46;€ 0,00;NL
21-9-2015;0,537962963;16;€ 0,00;NL
21-9-2015;0,555497685;1;€ 0,00;NL
21-9-2015;0,570046296;8.961,00;€ 0,33;NL
22-9-2015;0,105983796;24;€ 0,00;NL
22-9-2015;0,154675926;9;€ 0,00;NL
22-9-2015;0,176284722;15;€ 0,00;NL
22-9-2015;0,20275463;26;€ 0,00;NL
22-9-2015;0,251446759;19;€ 0,00;NL
22-9-2015;0,300833333;124;€ 0,01;NL
22-9-2015;0,548391204;90;€ 0,00;NL
22-9-2015;0,624085648;119;€ 0,01;NL
22-9-2015;0,724409722;2;€ 0,00;NL
22-9-2015;0,759166667;443;€ 0,02;NL
23-9-2015;0,006597222;24;€ 0,00;NL
23-9-2015;0,048344907;40;€ 0,00;NL
23-9-2015;0,156064815;55;€ 0,00;NL
23-9-2015;0,271423611;16;€ 0,00;NL
23-9-2015;0,307615741;176;€ 0,01;NL
23-9-2015;0,554837963;8.577,00;€ 0,32;NL
23-9-2015;0,804409722;90;€ 0,00;NL
23-9-2015;0,917777778;2.690,00;€ 0,10;NL
23-9-2015;0,976689815;115;€ 0,01;NL
24-9-2015;0,165659722;61;€ 0,00;NL
24-9-2015;0,301851852;84;€ 0,00;NL
24-9-2015;0,493541667;750;€ 0,03;NL
24-9-2015;0,619490741;75;€ 0,00;NL
24-9-2015;0,703391204;1.182,00;€ 0,05;NL
24-9-2015;0,735046296;5.193,00;€ 0,19;NL
24-9-2015;0,967743056;3.083,00;€ 0,12;NL
25-9-2015;0,216273148;65;€ 0,00;NL
25-9-2015;0,347592593;46;€ 0,00;NL
25-9-2015;0,418634259;1.474,00;€ 0,06;NL
25-9-2015;0,509270833;436;€ 0,02;NL
25-9-2015;0,756793981;132;€ 0,01;NL
25-9-2015;0,797384259;578;€ 0,02;NL
26-9-2015;0,047488426;118;€ 0,01;NL
26-9-2015;0,294456019;89;€ 0,00;NL
26-9-2015;0,381990741;8.309,00;€ 0,31;NL
26-9-2015;0,631319444;845;€ 0,03;NL
26-9-2015;0,776655093;33;€ 0,00;NL
26-9-2015;0,807974537;199;€ 0,01;NL
26-9-2015;0,868587963;637;€ 0,03;NL
27-9-2015;0,09505787;19;€ 0,00;NL
27-9-2015;0,147233796;27;€ 0,00;NL
27-9-2015;0,217453704;16;€ 0,00;NL
27-9-2015;0,271087963;15;€ 0,00;NL
27-9-2015;0,323240741;538;€ 0,02;NL
27-9-2015;0,531655093;26;€ 0,00;NL
27-9-2015;0,553923611;2;€ 0,00;NL
27-9-2015;0,561724537;1.595,00;€ 0,06;NL
27-9-2015;0,809398148;121;€ 0,01;NL
27-9-2015;0,832048611;2;€ 0,00;NL
27-9-2015;0,893043981;807;€ 0,03;NL
28-9-2015;0,084814815;63;€ 0,00;NL
28-9-2015;0,113344907;18;€ 0,00;NL
28-9-2015;0,178715278;14;€ 0,00;NL
28-9-2015;0,210046296;14;€ 0,00;NL
28-9-2015;0,241365741;15;€ 0,00;NL
28-9-2015;0,297696759;14;€ 0,00;NL
28-9-2015;0,329039352;14;€ 0,00;NL
28-9-2015;0,353414352;508;€ 0,02;NL
28-9-2015;0,458310185;1.166,00;€ 0,05;NL
